country_name,unit_desc,country_code,county_code,location_desc,county_ansi,domaincat_desc,group_desc,state_alpha,watershed_code,domain_desc,sector_desc,week_ending,Value,state_name,statisticcat_desc,asd_code,load_time,prodn_practice_desc,begin_code,state_fips_code,commodity_desc,agg_level_desc,source_desc,county_name,util_practice_desc,reference_period_desc,region_desc,end_code,CV (%),year,congr_district_code,watershed_desc,asd_desc,freq_desc,zip_5,class_desc,state_ansi,short_desc
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,5.54,IOWA,PRICE RECEIVED,,2022-02-28 15:03:56.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.78,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.74,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.64,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.28,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.12,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.11,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.14,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.08,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.39,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.61,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.82,IOWA,PRICE RECEIVED,,2021-12-30 15:01:46.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.05,IOWA,PRICE RECEIVED,,2022-01-31 15:05:53.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2020,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.52,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.54,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.57,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.51,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.59,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.95,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.11,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.91,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.72,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.79,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.64,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.7,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2019,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.24,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.33,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.43,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.52,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.57,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.54,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.41,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.27,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.29,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.4,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.4,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.52,IOWA,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2018,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.34,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.39,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.43,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.34,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.39,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.35,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.4,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.19,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.21,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.23,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.14,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.2,IOWA,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2017,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.55,IOWA,PRICE RECEIVED,,2017-11-30 15:00:27.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.48,IOWA,PRICE RECEIVED,,2017-11-30 15:00:27.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.46,IOWA,PRICE RECEIVED,,2017-11-30 15:00:27.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.52,IOWA,PRICE RECEIVED,,2017-11-30 15:00:27.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.6,IOWA,PRICE RECEIVED,,2017-11-30 15:00:27.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.75,IOWA,PRICE RECEIVED,,2017-11-30 15:00:27.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.55,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.08,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.08,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.3,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.2,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.27,IOWA,PRICE RECEIVED,,2018-11-29 15:01:10.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2016,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.86,IOWA,PRICE RECEIVED,,2016-11-30 15:19:50.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2015,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.8,IOWA,PRICE RECEIVED,,2016-11-30 15:19:50.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2015,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.83,IOWA,PRICE RECEIVED,,2016-11-30 15:19:50.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2015,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,3.74,IOWA,PRICE RECEIVED,,2016-11-30 15:19:50.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2015,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
